value,5-card,6-card,7-card,8-card,hand,rank
1770,64,256,0,0,"['Q', 'Q', 'Q', 'J', '3']",3K
1771,64,0,0,0,"['Q', 'Q', 'Q', 'J', '2']",3K
1772,64,1792,21252,132600,"['Q', 'Q', 'Q', 'T', '9']",3K
1773,64,1536,15180,78000,"['Q', 'Q', 'Q', 'T', '8']",3K
1774,64,1280,10120,39000,"['Q', 'Q', 'Q', 'T', '7']",3K
1775,64,1024,6072,15600,"['Q', 'Q', 'Q', 'T', '6']",3K
1776,64,768,3036,3900,"['Q', 'Q', 'Q', 'T', '5']",3K
1777,64,512,1012,0,"['Q', 'Q', 'Q', 'T', '4']",3K
1778,64,256,0,0,"['Q', 'Q', 'Q', 'T', '3']",3K
1779,64,0,0,0,"['Q', 'Q', 'Q', 'T', '2']",3K
1780,64,1536,15180,74100,"['Q', 'Q', 'Q', '9', '8']",3K
1781,64,1280,10120,39000,"['Q', 'Q', 'Q', '9', '7']",3K
1782,64,1024,6072,15600,"['Q', 'Q', 'Q', '9', '6']",3K
1783,64,768,3036,3900,"['Q', 'Q', 'Q', '9', '5']",3K
1784,64,512,1012,0,"['Q', 'Q', 'Q', '9', '4']",3K
1785,64,256,0,0,"['Q', 'Q', 'Q', '9', '3']",3K
1786,64,0,0,0,"['Q', 'Q', 'Q', '9', '2']",3K
1787,64,1280,10120,35100,"['Q', 'Q', 'Q', '8', '7']",3K
1788,64,1024,6072,15600,"['Q', 'Q', 'Q', '8', '6']",3K
1789,64,768,3036,3900,"['Q', 'Q', 'Q', '8', '5']",3K
1790,64,512,1012,0,"['Q', 'Q', 'Q', '8', '4']",3K
1791,64,256,0,0,"['Q', 'Q', 'Q', '8', '3']",3K
1792,64,0,0,0,"['Q', 'Q', 'Q', '8', '2']",3K
1793,64,1024,6072,11700,"['Q', 'Q', 'Q', '7', '6']",3K
1794,64,768,3036,3900,"['Q', 'Q', 'Q', '7', '5']",3K
1795,64,512,1012,0,"['Q', 'Q', 'Q', '7', '4']",3K
1796,64,256,0,0,"['Q', 'Q', 'Q', '7', '3']",3K
1797,64,0,0,0,"['Q', 'Q', 'Q', '7', '2']",3K
1798,64,768,3036,0,"['Q', 'Q', 'Q', '6', '5']",3K
1799,64,512,1012,0,"['Q', 'Q', 'Q', '6', '4']",3K
1800,64,256,0,0,"['Q', 'Q', 'Q', '6', '3']",3K
1801,64,0,0,0,"['Q', 'Q', 'Q', '6', '2']",3K
1802,64,512,1012,0,"['Q', 'Q', 'Q', '5', '4']",3K
1803,64,256,0,0,"['Q', 'Q', 'Q', '5', '3']",3K
1804,64,0,0,0,"['Q', 'Q', 'Q', '5', '2']",3K
1805,64,256,0,0,"['Q', 'Q', 'Q', '4', '3']",3K
1806,64,0,0,0,"['Q', 'Q', 'Q', '4', '2']",3K
1807,64,0,0,0,"['Q', 'Q', 'Q', '3', '2']",3K
1808,64,2560,44528,436800,"['J', 'J', 'J', 'A', 'K']",3K
1809,64,2304,36432,323700,"['J', 'J', 'J', 'A', 'Q']",3K
1810,64,2048,28336,214500,"['J', 'J', 'J', 'A', 'T']",3K
1811,64,1792,21252,136500,"['J', 'J', 'J', 'A', '9']",3K
1812,64,1536,15180,78000,"['J', 'J', 'J', 'A', '8']",3K
1813,64,1280,10120,39000,"['J', 'J', 'J', 'A', '7']",3K
1814,64,1024,6072,15600,"['J', 'J', 'J', 'A', '6']",3K
1815,64,768,3036,0,"['J', 'J', 'J', 'A', '5']",3K
1816,64,512,1012,0,"['J', 'J', 'J', 'A', '4']",3K
1817,64,256,0,0,"['J', 'J', 'J', 'A', '3']",3K
1818,64,0,0,0,"['J', 'J', 'J', 'A', '2']",3K
1819,64,2304,35420,300300,"['J', 'J', 'J', 'K', 'Q']",3K
1820,64,2048,28336,214500,"['J', 'J', 'J', 'K', 'T']",3K
1821,64,1792,21252,136500,"['J', 'J', 'J', 'K', '9']",3K
1822,64,1536,15180,78000,"['J', 'J', 'J', 'K', '8']",3K
1823,64,1280,10120,39000,"['J', 'J', 'J', 'K', '7']",3K
1824,64,1024,6072,15600,"['J', 'J', 'J', 'K', '6']",3K
1825,64,768,3036,3900,"['J', 'J', 'J', 'K', '5']",3K
1826,64,512,1012,0,"['J', 'J', 'J', 'K', '4']",3K
1827,64,256,0,0,"['J', 'J', 'J', 'K', '3']",3K
1828,64,0,0,0,"['J', 'J', 'J', 'K', '2']",3K
1829,64,2048,27324,195000,"['J', 'J', 'J', 'Q', 'T']",3K
1830,64,1792,21252,136500,"['J', 'J', 'J', 'Q', '9']",3K
1831,64,1536,15180,78000,"['J', 'J', 'J', 'Q', '8']",3K
1832,64,1280,10120,39000,"['J', 'J', 'J', 'Q', '7']",3K
1833,64,1024,6072,15600,"['J', 'J', 'J', 'Q', '6']",3K
1834,64,768,3036,3900,"['J', 'J', 'J', 'Q', '5']",3K
1835,64,512,1012,0,"['J', 'J', 'J', 'Q', '4']",3K
1836,64,256,0,0,"['J', 'J', 'J', 'Q', '3']",3K
1837,64,0,0,0,"['J', 'J', 'J', 'Q', '2']",3K
1838,64,1792,20240,117000,"['J', 'J', 'J', 'T', '9']",3K
1839,64,1536,15180,78000,"['J', 'J', 'J', 'T', '8']",3K
1840,64,1280,10120,39000,"['J', 'J', 'J', 'T', '7']",3K
1841,64,1024,6072,15600,"['J', 'J', 'J', 'T', '6']",3K
1842,64,768,3036,3900,"['J', 'J', 'J', 'T', '5']",3K
1843,64,512,1012,0,"['J', 'J', 'J', 'T', '4']",3K
1844,64,256,0,0,"['J', 'J', 'J', 'T', '3']",3K
1845,64,0,0,0,"['J', 'J', 'J', 'T', '2']",3K
1846,64,1536,15180,74100,"['J', 'J', 'J', '9', '8']",3K
1847,64,1280,10120,39000,"['J', 'J', 'J', '9', '7']",3K
1848,64,1024,6072,15600,"['J', 'J', 'J', '9', '6']",3K
1849,64,768,3036,3900,"['J', 'J', 'J', '9', '5']",3K
1850,64,512,1012,0,"['J', 'J', 'J', '9', '4']",3K
1851,64,256,0,0,"['J', 'J', 'J', '9', '3']",3K
1852,64,0,0,0,"['J', 'J', 'J', '9', '2']",3K
1853,64,1280,10120,35100,"['J', 'J', 'J', '8', '7']",3K
1854,64,1024,6072,15600,"['J', 'J', 'J', '8', '6']",3K
1855,64,768,3036,3900,"['J', 'J', 'J', '8', '5']",3K
1856,64,512,1012,0,"['J', 'J', 'J', '8', '4']",3K
1857,64,256,0,0,"['J', 'J', 'J', '8', '3']",3K
1858,64,0,0,0,"['J', 'J', 'J', '8', '2']",3K
1859,64,1024,6072,11700,"['J', 'J', 'J', '7', '6']",3K
1860,64,768,3036,3900,"['J', 'J', 'J', '7', '5']",3K
1861,64,512,1012,0,"['J', 'J', 'J', '7', '4']",3K
1862,64,256,0,0,"['J', 'J', 'J', '7', '3']",3K
1863,64,0,0,0,"['J', 'J', 'J', '7', '2']",3K
1864,64,768,3036,0,"['J', 'J', 'J', '6', '5']",3K
1865,64,512,1012,0,"['J', 'J', 'J', '6', '4']",3K
1866,64,256,0,0,"['J', 'J', 'J', '6', '3']",3K
1867,64,0,0,0,"['J', 'J', 'J', '6', '2']",3K
1868,64,512,1012,0,"['J', 'J', 'J', '5', '4']",3K
1869,64,256,0,0,"['J', 'J', 'J', '5', '3']",3K
1870,64,0,0,0,"['J', 'J', 'J', '5', '2']",3K
1871,64,256,0,0,"['J', 'J', 'J', '4', '3']",3K
1872,64,0,0,0,"['J', 'J', 'J', '4', '2']",3K
1873,64,0,0,0,"['J', 'J', 'J', '3', '2']",3K
1874,64,2560,44528,436800,"['T', 'T', 'T', 'A', 'K']",3K
1875,64,2304,36432,323700,"['T', 'T', 'T', 'A', 'Q']",3K
1876,64,2048,28336,214500,"['T', 'T', 'T', 'A', 'J']",3K
1877,64,1792,21252,132600,"['T', 'T', 'T', 'A', '9']",3K
1878,64,1536,15180,78000,"['T', 'T', 'T', 'A', '8']",3K
1879,64,1280,10120,39000,"['T', 'T', 'T', 'A', '7']",3K
1880,64,1024,6072,15600,"['T', 'T', 'T', 'A', '6']",3K
1881,64,768,3036,0,"['T', 'T', 'T', 'A', '5']",3K
1882,64,512,1012,0,"['T', 'T', 'T', 'A', '4']",3K
1883,64,256,0,0,"['T', 'T', 'T', 'A', '3']",3K
1884,64,0,0,0,"['T', 'T', 'T', 'A', '2']",3K
1885,64,2304,35420,300300,"['T', 'T', 'T', 'K', 'Q']",3K
1886,64,2048,28336,214500,"['T', 'T', 'T', 'K', 'J']",3K
1887,64,1792,21252,132600,"['T', 'T', 'T', 'K', '9']",3K
1888,64,1536,15180,78000,"['T', 'T', 'T', 'K', '8']",3K
1889,64,1280,10120,39000,"['T', 'T', 'T', 'K', '7']",3K
1890,64,1024,6072,15600,"['T', 'T', 'T', 'K', '6']",3K
1891,64,768,3036,3900,"['T', 'T', 'T', 'K', '5']",3K
1892,64,512,1012,0,"['T', 'T', 'T', 'K', '4']",3K
1893,64,256,0,0,"['T', 'T', 'T', 'K', '3']",3K
1894,64,0,0,0,"['T', 'T', 'T', 'K', '2']",3K
1895,64,2048,27324,195000,"['T', 'T', 'T', 'Q', 'J']",3K
1896,64,1792,21252,132600,"['T', 'T', 'T', 'Q', '9']",3K
1897,64,1536,15180,78000,"['T', 'T', 'T', 'Q', '8']",3K
1898,64,1280,10120,39000,"['T', 'T', 'T', 'Q', '7']",3K
1899,64,1024,6072,15600,"['T', 'T', 'T', 'Q', '6']",3K
1900,64,768,3036,3900,"['T', 'T', 'T', 'Q', '5']",3K
1901,64,512,1012,0,"['T', 'T', 'T', 'Q', '4']",3K
1902,64,256,0,0,"['T', 'T', 'T', 'Q', '3']",3K
1903,64,0,0,0,"['T', 'T', 'T', 'Q', '2']",3K
1904,64,1792,20240,117000,"['T', 'T', 'T', 'J', '9']",3K
1905,64,1536,15180,78000,"['T', 'T', 'T', 'J', '8']",3K
1906,64,1280,10120,39000,"['T', 'T', 'T', 'J', '7']",3K
1907,64,1024,6072,15600,"['T', 'T', 'T', 'J', '6']",3K
1908,64,768,3036,3900,"['T', 'T', 'T', 'J', '5']",3K
1909,64,512,1012,0,"['T', 'T', 'T', 'J', '4']",3K
1910,64,256,0,0,"['T', 'T', 'T', 'J', '3']",3K
1911,64,0,0,0,"['T', 'T', 'T', 'J', '2']",3K
1912,64,1536,14168,62400,"['T', 'T', 'T', '9', '8']",3K
1913,64,1280,10120,39000,"['T', 'T', 'T', '9', '7']",3K
1914,64,1024,6072,15600,"['T', 'T', 'T', '9', '6']",3K
1915,64,768,3036,3900,"['T', 'T', 'T', '9', '5']",3K
1916,64,512,1012,0,"['T', 'T', 'T', '9', '4']",3K
1917,64,256,0,0,"['T', 'T', 'T', '9', '3']",3K
1918,64,0,0,0,"['T', 'T', 'T', '9', '2']",3K
1919,64,1280,10120,35100,"['T', 'T', 'T', '8', '7']",3K
1920,64,1024,6072,15600,"['T', 'T', 'T', '8', '6']",3K
1921,64,768,3036,3900,"['T', 'T', 'T', '8', '5']",3K
1922,64,512,1012,0,"['T', 'T', 'T', '8', '4']",3K
1923,64,256,0,0,"['T', 'T', 'T', '8', '3']",3K
1924,64,0,0,0,"['T', 'T', 'T', '8', '2']",3K
1925,64,1024,6072,11700,"['T', 'T', 'T', '7', '6']",3K
1926,64,768,3036,3900,"['T', 'T', 'T', '7', '5']",3K
1927,64,512,1012,0,"['T', 'T', 'T', '7', '4']",3K
1928,64,256,0,0,"['T', 'T', 'T', '7', '3']",3K
1929,64,0,0,0,"['T', 'T', 'T', '7', '2']",3K
1930,64,768,3036,0,"['T', 'T', 'T', '6', '5']",3K
1931,64,512,1012,0,"['T', 'T', 'T', '6', '4']",3K
1932,64,256,0,0,"['T', 'T', 'T', '6', '3']",3K
1933,64,0,0,0,"['T', 'T', 'T', '6', '2']",3K
1934,64,512,1012,0,"['T', 'T', 'T', '5', '4']",3K
1935,64,256,0,0,"['T', 'T', 'T', '5', '3']",3K
1936,64,0,0,0,"['T', 'T', 'T', '5', '2']",3K
1937,64,256,0,0,"['T', 'T', 'T', '4', '3']",3K
1938,64,0,0,0,"['T', 'T', 'T', '4', '2']",3K
1939,64,0,0,0,"['T', 'T', 'T', '3', '2']",3K
1940,64,2560,45540,464100,"['9', '9', '9', 'A', 'K']",3K
1941,64,2304,36432,323700,"['9', '9', '9', 'A', 'Q']",3K
1942,64,2048,28336,214500,"['9', '9', '9', 'A', 'J']",3K
1943,64,1792,21252,132600,"['9', '9', '9', 'A', 'T']",3K
1944,64,1536,15180,74100,"['9', '9', '9', 'A', '8']",3K
1945,64,1280,10120,39000,"['9', '9', '9', 'A', '7']",3K
1946,64,1024,6072,15600,"['9', '9', '9', 'A', '6']",3K
1947,64,768,3036,0,"['9', '9', '9', 'A', '5']",3K
1948,64,512,1012,0,"['9', '9', '9', 'A', '4']",3K
1949,64,256,0,0,"['9', '9', '9', 'A', '3']",3K
1950,64,0,0,0,"['9', '9', '9', 'A', '2']",3K
1951,64,2304,35420,300300,"['9', '9', '9', 'K', 'Q']",3K
1952,64,2048,28336,214500,"['9', '9', '9', 'K', 'J']",3K
1953,64,1792,21252,132600,"['9', '9', '9', 'K', 'T']",3K
1954,64,1536,15180,74100,"['9', '9', '9', 'K', '8']",3K
1955,64,1280,10120,39000,"['9', '9', '9', 'K', '7']",3K
1956,64,1024,6072,15600,"['9', '9', '9', 'K', '6']",3K
1957,64,768,3036,3900,"['9', '9', '9', 'K', '5']",3K
1958,64,512,1012,0,"['9', '9', '9', 'K', '4']",3K
1959,64,256,0,0,"['9', '9', '9', 'K', '3']",3K
1960,64,0,0,0,"['9', '9', '9', 'K', '2']",3K
1961,64,2048,27324,195000,"['9', '9', '9', 'Q', 'J']",3K
1962,64,1792,21252,132600,"['9', '9', '9', 'Q', 'T']",3K
1963,64,1536,15180,74100,"['9', '9', '9', 'Q', '8']",3K
1964,64,1280,10120,39000,"['9', '9', '9', 'Q', '7']",3K
1965,64,1024,6072,15600,"['9', '9', '9', 'Q', '6']",3K
1966,64,768,3036,3900,"['9', '9', '9', 'Q', '5']",3K
1967,64,512,1012,0,"['9', '9', '9', 'Q', '4']",3K
1968,64,256,0,0,"['9', '9', '9', 'Q', '3']",3K
1969,64,0,0,0,"['9', '9', '9', 'Q', '2']",3K
1970,64,1792,20240,117000,"['9', '9', '9', 'J', 'T']",3K
1971,64,1536,15180,74100,"['9', '9', '9', 'J', '8']",3K
1972,64,1280,10120,39000,"['9', '9', '9', 'J', '7']",3K
1973,64,1024,6072,15600,"['9', '9', '9', 'J', '6']",3K
1974,64,768,3036,3900,"['9', '9', '9', 'J', '5']",3K
1975,64,512,1012,0,"['9', '9', '9', 'J', '4']",3K
1976,64,256,0,0,"['9', '9', '9', 'J', '3']",3K
1977,64,0,0,0,"['9', '9', '9', 'J', '2']",3K
1978,64,1536,14168,62400,"['9', '9', '9', 'T', '8']",3K
1979,64,1280,10120,39000,"['9', '9', '9', 'T', '7']",3K
1980,64,1024,6072,15600,"['9', '9', '9', 'T', '6']",3K
1981,64,768,3036,3900,"['9', '9', '9', 'T', '5']",3K
1982,64,512,1012,0,"['9', '9', '9', 'T', '4']",3K
1983,64,256,0,0,"['9', '9', '9', 'T', '3']",3K
1984,64,0,0,0,"['9', '9', '9', 'T', '2']",3K
1985,64,1280,9108,27300,"['9', '9', '9', '8', '7']",3K
1986,64,1024,6072,15600,"['9', '9', '9', '8', '6']",3K
1987,64,768,3036,3900,"['9', '9', '9', '8', '5']",3K
1988,64,512,1012,0,"['9', '9', '9', '8', '4']",3K
1989,64,256,0,0,"['9', '9', '9', '8', '3']",3K
1990,64,0,0,0,"['9', '9', '9', '8', '2']",3K
1991,64,1024,6072,11700,"['9', '9', '9', '7', '6']",3K
1992,64,768,3036,3900,"['9', '9', '9', '7', '5']",3K
1993,64,512,1012,0,"['9', '9', '9', '7', '4']",3K
1994,64,256,0,0,"['9', '9', '9', '7', '3']",3K
1995,64,0,0,0,"['9', '9', '9', '7', '2']",3K
1996,64,768,3036,0,"['9', '9', '9', '6', '5']",3K
1997,64,512,1012,0,"['9', '9', '9', '6', '4']",3K
1998,64,256,0,0,"['9', '9', '9', '6', '3']",3K
1999,64,0,0,0,"['9', '9', '9', '6', '2']",3K
2000,64,512,1012,0,"['9', '9', '9', '5', '4']",3K
2001,64,256,0,0,"['9', '9', '9', '5', '3']",3K
2002,64,0,0,0,"['9', '9', '9', '5', '2']",3K
2003,64,256,0,0,"['9', '9', '9', '4', '3']",3K
2004,64,0,0,0,"['9', '9', '9', '4', '2']",3K
2005,64,0,0,0,"['9', '9', '9', '3', '2']",3K
2006,64,2560,45540,464100,"['8', '8', '8', 'A', 'K']",3K
2007,64,2304,36432,323700,"['8', '8', '8', 'A', 'Q']",3K
2008,64,2048,28336,214500,"['8', '8', '8', 'A', 'J']",3K
2009,64,1792,21252,132600,"['8', '8', '8', 'A', 'T']",3K
2010,64,1536,15180,74100,"['8', '8', '8', 'A', '9']",3K
2011,64,1280,10120,35100,"['8', '8', '8', 'A', '7']",3K
2012,64,1024,6072,15600,"['8', '8', '8', 'A', '6']",3K
2013,64,768,3036,0,"['8', '8', '8', 'A', '5']",3K
2014,64,512,1012,0,"['8', '8', '8', 'A', '4']",3K
2015,64,256,0,0,"['8', '8', '8', 'A', '3']",3K
2016,64,0,0,0,"['8', '8', '8', 'A', '2']",3K
2017,64,2304,36432,323700,"['8', '8', '8', 'K', 'Q']",3K
2018,64,2048,28336,214500,"['8', '8', '8', 'K', 'J']",3K
2019,64,1792,21252,132600,"['8', '8', '8', 'K', 'T']",3K
2020,64,1536,15180,74100,"['8', '8', '8', 'K', '9']",3K
2021,64,1280,10120,35100,"['8', '8', '8', 'K', '7']",3K
2022,64,1024,6072,15600,"['8', '8', '8', 'K', '6']",3K
2023,64,768,3036,3900,"['8', '8', '8', 'K', '5']",3K
2024,64,512,1012,0,"['8', '8', '8', 'K', '4']",3K
2025,64,256,0,0,"['8', '8', '8', 'K', '3']",3K
2026,64,0,0,0,"['8', '8', '8', 'K', '2']",3K
2027,64,2048,27324,195000,"['8', '8', '8', 'Q', 'J']",3K
2028,64,1792,21252,132600,"['8', '8', '8', 'Q', 'T']",3K
2029,64,1536,15180,74100,"['8', '8', '8', 'Q', '9']",3K
2030,64,1280,10120,35100,"['8', '8', '8', 'Q', '7']",3K
2031,64,1024,6072,15600,"['8', '8', '8', 'Q', '6']",3K
2032,64,768,3036,3900,"['8', '8', '8', 'Q', '5']",3K
2033,64,512,1012,0,"['8', '8', '8', 'Q', '4']",3K
2034,64,256,0,0,"['8', '8', '8', 'Q', '3']",3K
2035,64,0,0,0,"['8', '8', '8', 'Q', '2']",3K
2036,64,1792,20240,117000,"['8', '8', '8', 'J', 'T']",3K
2037,64,1536,15180,74100,"['8', '8', '8', 'J', '9']",3K
2038,64,1280,10120,35100,"['8', '8', '8', 'J', '7']",3K
2039,64,1024,6072,15600,"['8', '8', '8', 'J', '6']",3K
2040,64,768,3036,3900,"['8', '8', '8', 'J', '5']",3K
2041,64,512,1012,0,"['8', '8', '8', 'J', '4']",3K
2042,64,256,0,0,"['8', '8', '8', 'J', '3']",3K
2043,64,0,0,0,"['8', '8', '8', 'J', '2']",3K
2044,64,1536,14168,62400,"['8', '8', '8', 'T', '9']",3K
2045,64,1280,10120,35100,"['8', '8', '8', 'T', '7']",3K
2046,64,1024,6072,15600,"['8', '8', '8', 'T', '6']",3K
2047,64,768,3036,3900,"['8', '8', '8', 'T', '5']",3K
2048,64,512,1012,0,"['8', '8', '8', 'T', '4']",3K
2049,64,256,0,0,"['8', '8', '8', 'T', '3']",3K
2050,64,0,0,0,"['8', '8', '8', 'T', '2']",3K
2051,64,1280,9108,27300,"['8', '8', '8', '9', '7']",3K
2052,64,1024,6072,15600,"['8', '8', '8', '9', '6']",3K
2053,64,768,3036,3900,"['8', '8', '8', '9', '5']",3K
2054,64,512,1012,0,"['8', '8', '8', '9', '4']",3K
2055,64,256,0,0,"['8', '8', '8', '9', '3']",3K
2056,64,0,0,0,"['8', '8', '8', '9', '2']",3K
2057,64,1024,5060,7800,"['8', '8', '8', '7', '6']",3K
2058,64,768,3036,3900,"['8', '8', '8', '7', '5']",3K
2059,64,512,1012,0,"['8', '8', '8', '7', '4']",3K
2060,64,256,0,0,"['8', '8', '8', '7', '3']",3K
2061,64,0,0,0,"['8', '8', '8', '7', '2']",3K
2062,64,768,3036,0,"['8', '8', '8', '6', '5']",3K
2063,64,512,1012,0,"['8', '8', '8', '6', '4']",3K
2064,64,256,0,0,"['8', '8', '8', '6', '3']",3K
2065,64,0,0,0,"['8', '8', '8', '6', '2']",3K
2066,64,512,1012,0,"['8', '8', '8', '5', '4']",3K
2067,64,256,0,0,"['8', '8', '8', '5', '3']",3K
2068,64,0,0,0,"['8', '8', '8', '5', '2']",3K
2069,64,256,0,0,"['8', '8', '8', '4', '3']",3K
2070,64,0,0,0,"['8', '8', '8', '4', '2']",3K
2071,64,0,0,0,"['8', '8', '8', '3', '2']",3K
2072,64,2560,45540,464100,"['7', '7', '7', 'A', 'K']",3K
2073,64,2304,36432,327600,"['7', '7', '7', 'A', 'Q']",3K
2074,64,2048,28336,214500,"['7', '7', '7', 'A', 'J']",3K
2075,64,1792,21252,132600,"['7', '7', '7', 'A', 'T']",3K
2076,64,1536,15180,74100,"['7', '7', '7', 'A', '9']",3K
2077,64,1280,10120,35100,"['7', '7', '7', 'A', '8']",3K
2078,64,1024,6072,11700,"['7', '7', '7', 'A', '6']",3K
2079,64,768,3036,0,"['7', '7', '7', 'A', '5']",3K
2080,64,512,1012,0,"['7', '7', '7', 'A', '4']",3K
2081,64,256,0,0,"['7', '7', '7', 'A', '3']",3K
2082,64,0,0,0,"['7', '7', '7', 'A', '2']",3K
2083,64,2304,36432,323700,"['7', '7', '7', 'K', 'Q']",3K
2084,64,2048,28336,214500,"['7', '7', '7', 'K', 'J']",3K
2085,64,1792,21252,132600,"['7', '7', '7', 'K', 'T']",3K
2086,64,1536,15180,74100,"['7', '7', '7', 'K', '9']",3K
2087,64,1280,10120,35100,"['7', '7', '7', 'K', '8']",3K
2088,64,1024,6072,11700,"['7', '7', '7', 'K', '6']",3K
2089,64,768,3036,3900,"['7', '7', '7', 'K', '5']",3K
2090,64,512,1012,0,"['7', '7', '7', 'K', '4']",3K
2091,64,256,0,0,"['7', '7', '7', 'K', '3']",3K
2092,64,0,0,0,"['7', '7', '7', 'K', '2']",3K
2093,64,2048,28336,214500,"['7', '7', '7', 'Q', 'J']",3K
2094,64,1792,21252,132600,"['7', '7', '7', 'Q', 'T']",3K
2095,64,1536,15180,74100,"['7', '7', '7', 'Q', '9']",3K
2096,64,1280,10120,35100,"['7', '7', '7', 'Q', '8']",3K
2097,64,1024,6072,11700,"['7', '7', '7', 'Q', '6']",3K
2098,64,768,3036,3900,"['7', '7', '7', 'Q', '5']",3K
2099,64,512,1012,0,"['7', '7', '7', 'Q', '4']",3K
2100,64,256,0,0,"['7', '7', '7', 'Q', '3']",3K
2101,64,0,0,0,"['7', '7', '7', 'Q', '2']",3K
2102,64,1792,20240,117000,"['7', '7', '7', 'J', 'T']",3K
2103,64,1536,15180,74100,"['7', '7', '7', 'J', '9']",3K
2104,64,1280,10120,35100,"['7', '7', '7', 'J', '8']",3K
2105,64,1024,6072,11700,"['7', '7', '7', 'J', '6']",3K
2106,64,768,3036,3900,"['7', '7', '7', 'J', '5']",3K
2107,64,512,1012,0,"['7', '7', '7', 'J', '4']",3K
2108,64,256,0,0,"['7', '7', '7', 'J', '3']",3K
2109,64,0,0,0,"['7', '7', '7', 'J', '2']",3K
2110,64,1536,14168,62400,"['7', '7', '7', 'T', '9']",3K
2111,64,1280,10120,35100,"['7', '7', '7', 'T', '8']",3K
2112,64,1024,6072,11700,"['7', '7', '7', 'T', '6']",3K
2113,64,768,3036,3900,"['7', '7', '7', 'T', '5']",3K
2114,64,512,1012,0,"['7', '7', '7', 'T', '4']",3K
2115,64,256,0,0,"['7', '7', '7', 'T', '3']",3K
2116,64,0,0,0,"['7', '7', '7', 'T', '2']",3K
2117,64,1280,9108,27300,"['7', '7', '7', '9', '8']",3K
2118,64,1024,6072,11700,"['7', '7', '7', '9', '6']",3K
2119,64,768,3036,3900,"['7', '7', '7', '9', '5']",3K
2120,64,512,1012,0,"['7', '7', '7', '9', '4']",3K
2121,64,256,0,0,"['7', '7', '7', '9', '3']",3K
2122,64,0,0,0,"['7', '7', '7', '9', '2']",3K
2123,64,1024,5060,7800,"['7', '7', '7', '8', '6']",3K
2124,64,768,3036,3900,"['7', '7', '7', '8', '5']",3K
2125,64,512,1012,0,"['7', '7', '7', '8', '4']",3K
2126,64,256,0,0,"['7', '7', '7', '8', '3']",3K
2127,64,0,0,0,"['7', '7', '7', '8', '2']",3K
2128,64,768,2024,0,"['7', '7', '7', '6', '5']",3K
2129,64,512,1012,0,"['7', '7', '7', '6', '4']",3K
2130,64,256,0,0,"['7', '7', '7', '6', '3']",3K
2131,64,0,0,0,"['7', '7', '7', '6', '2']",3K
2132,64,512,1012,0,"['7', '7', '7', '5', '4']",3K
2133,64,256,0,0,"['7', '7', '7', '5', '3']",3K
2134,64,0,0,0,"['7', '7', '7', '5', '2']",3K
2135,64,256,0,0,"['7', '7', '7', '4', '3']",3K
2136,64,0,0,0,"['7', '7', '7', '4', '2']",3K
2137,64,0,0,0,"['7', '7', '7', '3', '2']",3K
2138,64,2560,45540,464100,"['6', '6', '6', 'A', 'K']",3K
2139,64,2304,36432,327600,"['6', '6', '6', 'A', 'Q']",3K
2140,64,2048,28336,218400,"['6', '6', '6', 'A', 'J']",3K
2141,64,1792,21252,132600,"['6', '6', '6', 'A', 'T']",3K
2142,64,1536,15180,74100,"['6', '6', '6', 'A', '9']",3K
2143,64,1280,10120,35100,"['6', '6', '6', 'A', '8']",3K
2144,64,1024,6072,11700,"['6', '6', '6', 'A', '7']",3K
2145,64,768,3036,0,"['6', '6', '6', 'A', '5']",3K
2146,64,512,1012,0,"['6', '6', '6', 'A', '4']",3K
2147,64,256,0,0,"['6', '6', '6', 'A', '3']",3K
2148,64,0,0,0,"['6', '6', '6', 'A', '2']",3K
2149,64,2304,36432,323700,"['6', '6', '6', 'K', 'Q']",3K
2150,64,2048,28336,218400,"['6', '6', '6', 'K', 'J']",3K
2151,64,1792,21252,132600,"['6', '6', '6', 'K', 'T']",3K
2152,64,1536,15180,74100,"['6', '6', '6', 'K', '9']",3K
2153,64,1280,10120,35100,"['6', '6', '6', 'K', '8']",3K
2154,64,1024,6072,11700,"['6', '6', '6', 'K', '7']",3K
2155,64,768,3036,0,"['6', '6', '6', 'K', '5']",3K
2156,64,512,1012,0,"['6', '6', '6', 'K', '4']",3K
2157,64,256,0,0,"['6', '6', '6', 'K', '3']",3K
2158,64,0,0,0,"['6', '6', '6', 'K', '2']",3K
2159,64,2048,28336,214500,"['6', '6', '6', 'Q', 'J']",3K
2160,64,1792,21252,132600,"['6', '6', '6', 'Q', 'T']",3K
2161,64,1536,15180,74100,"['6', '6', '6', 'Q', '9']",3K
2162,64,1280,10120,35100,"['6', '6', '6', 'Q', '8']",3K
2163,64,1024,6072,11700,"['6', '6', '6', 'Q', '7']",3K
2164,64,768,3036,0,"['6', '6', '6', 'Q', '5']",3K
2165,64,512,1012,0,"['6', '6', '6', 'Q', '4']",3K
2166,64,256,0,0,"['6', '6', '6', 'Q', '3']",3K
2167,64,0,0,0,"['6', '6', '6', 'Q', '2']",3K
2168,64,1792,21252,132600,"['6', '6', '6', 'J', 'T']",3K
2169,64,1536,15180,74100,"['6', '6', '6', 'J', '9']",3K
